Color,Fruit,Quality,Days,ID,search_query,Description,image_path
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_32.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_33.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_34.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_35.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_36.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_37.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_38.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_39.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_40.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_41.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_42.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_43.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_44.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_45.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_46.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_47.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_48.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_49.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_50.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_51.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_52.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_53.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_54.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_55.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_56.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_57.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_58.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_59.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_60.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_61.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_62.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_63.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_64.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_65.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_66.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_67.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_68.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_69.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_70.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_71.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_72.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_73.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_74.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_75.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_76.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_77.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_78.jpg
bright-green,Avocado,1,4,1,bright-green Avocado not ripe,not ripe,./fruit_images/bright-green_Avocado_not_ripe_79.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_0.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_1.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_2.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_3.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_4.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_5.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_6.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_7.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_8.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_9.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_10.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_11.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_12.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_13.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_14.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_15.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_16.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_17.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_18.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_19.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_20.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_21.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_22.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_23.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_24.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_25.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_26.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_27.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_28.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_29.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_30.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_31.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_32.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_33.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_34.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_35.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_36.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_37.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_38.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_39.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_40.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_41.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_42.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_43.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_44.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_45.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_46.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_47.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_48.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_49.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_50.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_51.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_52.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_53.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_54.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_55.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_56.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_57.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_58.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_59.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_60.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_61.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_62.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_63.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_64.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_65.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_66.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_67.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_68.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_69.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_70.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_71.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_72.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_73.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_74.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_75.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_76.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_77.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_78.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_79.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_80.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_81.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_82.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_83.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_84.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_85.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_86.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_87.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_88.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_89.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_90.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_91.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_92.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_93.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_94.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_95.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_96.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_97.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_98.jpg
green-purple,Avocado,2,2,2,green-purple Avocado ripe,ripe,./fruit_images/green-purple_Avocado_ripe_99.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_0.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_1.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_2.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_3.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_4.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_5.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_6.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_7.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_8.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_9.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_10.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_11.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_12.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_13.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_14.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_15.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_16.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_17.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_18.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_19.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_20.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_21.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_22.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_23.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_24.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_25.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_26.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_27.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_28.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_29.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_30.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_31.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_32.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_33.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_34.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_35.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_36.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_37.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_38.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_39.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_40.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_41.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_42.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_43.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_44.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_45.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_46.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_47.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_48.jpg
purple-black,Avocado,3,0,3,purple-black Avocado ripe,ripe,./fruit_images/purple-black_Avocado_ripe_49.jpg
